,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,timestamp
2017-03-23 09:35:00,22.16,22.2,22.16,22.16,3216.0,0.000903342366757,22.1846003876,-0.000277146863523,22.2075,0.0,0,0,0,71309.44,71309.44,3216.0,22.1733333333,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 09:50:00,22.06,22.1,22.06,22.1,2000.0,-0.00270758122744,22.1676803101,-0.00076269471711,22.1972619048,0.0,0,0,0,44173.3333333,115482.773333,5216.0,22.1401022495,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 10:00:00,22.1,22.1,22.1,22.1,100.0,0.0,22.1541442481,-0.000610621491474,22.1879988662,0.0,0,0,0,2210.0,117692.773333,5316.0,22.1393478806,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 10:05:00,22.16,22.26,22.16,22.26,3238.0,0.00723981900452,22.1753153984,0.000955629346465,22.194856117,0.0,1,0,0,71969.9466667,189662.72,8554.0,22.1724012158,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 10:10:00,22.26,22.26,22.26,22.26,2400.0,0.0,22.1922523188,0.000763773592712,22.2010602964,0.0,0,0,0,53424.0,243086.72,10954.0,22.1915939383,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 10:20:00,22.29,22.29,22.29,22.29,100.0,0.00134770889488,22.211801855,0.000880917176334,22.2095307443,1.0,0,0,1,2229.0,245315.72,11054.0,22.1924841686,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 10:25:00,22.29,22.29,22.29,22.29,300.0,0.0,22.227441484,0.000704113475412,22.217194483,0.0,0,0,1,6687.0,252002.72,11354.0,22.1950607715,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 10:35:00,22.22,22.22,22.22,22.22,100.0,-0.00314042171377,22.2259531872,-6.69576299024e-05,22.2174616751,0.0,0,0,1,2222.0,254224.72,11454.0,22.1952785053,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 10:40:00,22.22,22.22,22.22,22.22,200.0,0.0,22.2247625498,-5.35696908215e-05,22.2177034203,0.0,0,0,1,4444.0,258668.72,11654.0,22.195702763,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 10:50:00,22.3,22.3,22.3,22.3,100.0,0.003600360036,22.2398100398,0.000677059654246,22.2255411898,0.0,1,0,1,2230.0,260898.72,11754.0,22.196590097,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 10:55:00,22.31,22.31,22.25,22.25,1051.0,-0.00224215246637,22.2418480318,9.16371153559e-05,22.2278706003,0.0,0,0,1,23405.77,284304.49,12805.0,22.2026153846,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 11:00:00,22.31,22.32,22.31,22.32,1011.0,0.00314606741573,22.2574784255,0.000702747074259,22.2366448288,0.0,1,0,1,22562.15,306866.64,13816.0,22.2109612044,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 11:05:00,22.25,22.25,22.25,22.25,1452.0,-0.00313620071685,22.2559827404,-6.71992157879e-05,22.2379167499,0.0,0,0,1,32307.0,339173.64,15268.0,22.2146738276,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 11:10:00,22.25,22.32,22.25,22.32,1748.0,0.00314606741573,22.2687861923,0.000575281355709,22.2457342023,0.0,1,0,1,38974.5733333,378148.213333,17016.0,22.2230966933,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 11:15:00,22.35,22.4,22.27,22.32,2575.0,0.0,22.2790289538,0.000459960477879,22.2528071354,0.0,0,0,1,57499.75,435647.963333,19591.0,22.23714784,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 11:20:00,22.32,22.45,22.32,22.45,10321.0,0.00582437275986,22.3132231631,0.00153481596087,22.2715874082,0.0,1,1,1,231259.206667,666907.17,29912.0,22.2956395427,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 11:25:00,22.45,22.45,22.45,22.45,100.0,0.0,22.3405785305,0.00122597112864,22.2885790836,0.0,0,1,1,2245.0,669152.17,30012.0,22.2961538718,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 11:30:00,22.44,22.49,22.43,22.43,3800.0,-0.000890868596882,22.3584628244,0.000800529578206,22.3020477423,0.0,0,0,1,85310.0,754462.17,33812.0,22.3134440435,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 11:35:00,22.43,22.75,22.43,22.57,27038.0,0.00624164065983,22.4007702595,0.00189223362351,22.327567005,0.0,1,1,1,610608.166667,1365070.33667,60850.0,22.4333662558,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 11:40:00,22.57,22.65,22.51,22.65,13127.0,0.00354452813469,22.4506162076,0.00222518902357,22.3582749093,0.0,1,1,1,296713.956667,1661784.29333,73977.0,22.4635264114,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 11:45:00,22.67,22.7,22.6,22.7,3662.0,0.00220750551876,22.5004929661,0.00222162091319,22.390820156,0.0,0,1,1,83005.3333333,1744789.62667,77639.0,22.4731079312,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 11:50:00,22.72,22.84,22.7,22.8,20826.0,0.00440528634361,22.5603943729,0.00266222641766,22.4297896649,0.0,1,1,1,474416.28,2219205.90667,98465.0,22.5380176374,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 11:55:00,22.8,22.83,22.68,22.7,17716.0,-0.00438596491228,22.5883154983,0.0012376169036,22.4555239826,0.0,0,1,1,402802.786667,2622008.69333,116181.0,22.5683088744,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 12:00:00,22.7,22.78,22.62,22.65,21835.0,-0.00220264317181,22.6006523986,0.000546162919635,22.474045508,0.0,0,0,1,495290.583333,3117299.27667,138016.0,22.5865064678,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 12:05:00,22.68,22.84,22.4,22.79,94569.0,0.00618101545254,22.6385219189,0.00167559412028,22.504136412,0.0,1,1,1,2144509.69,5261808.96667,232585.0,22.623165581,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 12:10:00,22.79,22.85,22.74,22.75,53938.0,-0.00175515577007,22.6608175351,0.000984852999629,22.5275519918,0.0,0,0,1,1228707.64,6490516.60667,286523.0,22.6526896852,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 12:15:00,22.75,22.8,22.6,22.65,65817.0,-0.0043956043956,22.6586540281,-9.54734762524e-05,22.5392137069,0.0,0,0,1,1492948.95,7983465.55667,352340.0,22.6584139089,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 12:20:00,22.63,22.68,22.55,22.6,37790.0,-0.00220750551876,22.6469232225,-0.000517718554919,22.5450028777,0.0,0,0,1,854431.9,8837897.45667,390130.0,22.6537242885,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 12:25:00,22.62,22.72,22.62,22.7,29789.0,0.00442477876106,22.657538578,0.000468732789874,22.5597645084,0.0,1,0,1,675614.52,9513511.97667,419919.0,22.6555882841,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 12:30:00,22.74,22.74,22.65,22.7,11865.0,0.0,22.6660308624,0.000374810545906,22.5731202695,0.0,0,0,1,269295.95,9782807.92667,431784.0,22.6567170777,1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 12:35:00,22.7,22.74,22.56,22.56,36332.0,-0.00616740088106,22.6448246899,-0.000935592676376,22.57187072,0.0,0,0,1,821829.84,10604637.7667,468116.0,22.6538673463,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 12:40:00,22.65,22.69,22.5,22.5,14307.0,-0.00265957446809,22.6158597519,-0.00127909747055,22.5650258895,0.0,0,0,1,322813.61,10927451.3767,482423.0,22.6511824201,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 12:45:00,22.55,22.56,22.44,22.53,38533.0,0.00133333333333,22.5986878015,-0.000759287976397,22.5616900905,0.0,0,0,1,867377.83,11794829.2067,520956.0,22.6407397298,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 12:50:00,22.56,22.6,22.5,22.5,27574.0,-0.00133155792277,22.5789502412,-0.00087339408738,22.5558148438,0.0,0,0,1,621334.133333,12416163.34,548530.0,22.6353405283,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 12:55:00,22.5,22.52,22.36,22.52,65580.0,0.000888888888889,22.567160193,-0.000522169902531,22.5524039063,0.0,0,0,1,1473364.0,13889527.34,614110.0,22.6173280683,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 13:00:00,22.52,22.53,22.3,22.4,131091.0,-0.00532859680284,22.5337281544,-0.00148144641645,22.5378892486,-1.0,0,0,0,2937749.31,16827276.65,745201.0,22.5808562388,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 13:05:00,22.36,22.4,22.33,22.4,52699.0,0.0,22.5069825235,-0.00118691548485,22.5247569392,0.0,0,0,0,1179227.95667,18006504.6067,797900.0,22.5673701049,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 13:10:00,22.4,22.51,22.4,22.46,61869.0,0.00267857142857,22.4975860188,-0.000417492868825,22.5185896116,0.0,0,0,0,1389371.51,19395876.1167,859769.0,22.5594038825,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 13:15:00,22.46,22.55,22.46,22.47,56203.0,0.000445235975067,22.492068815,-0.000245235366908,22.5139620296,0.0,0,0,0,1264192.81333,20660068.93,915972.0,22.5553498688,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 13:20:00,22.49,22.53,22.47,22.49,22930.0,0.000890075656431,22.491655052,-1.8395951608e-05,22.5116799315,0.0,0,0,0,515848.566667,21175917.4967,938902.0,22.5539166992,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 13:25:00,22.49,22.62,22.49,22.62,99549.0,0.00578034682081,22.5173240416,0.00114126726259,22.5219961285,0.0,1,1,0,2247484.59,23423402.0867,1038451.0,22.5560975787,-1,0,0,1,0.0,0,20170324 06:09:01
2017-03-23 13:30:00,22.62,22.74,22.6,22.69,89641.0,0.00309460654288,22.5518592333,0.00153371651134,22.5379964972,1.0,1,1,1,2032759.07667,25456161.1633,1128092.0,22.5656782987,-1,1,1,1,22.69,22,20170324 06:09:01
2017-03-23 13:35:00,22.69,23.02,22.56,22.99,3625894.0,0.013221683561,22.6394873866,0.00388562878265,22.5810444499,0.0,1,1,1,82875850.5267,108332011.69,4753986.0,22.7876168945,-1,0,1,1,22.99,22,20170324 06:09:01
2017-03-23 13:40:00,22.997,23.05,22.45,22.53,2685037.0,-0.0200086994345,22.6175899093,-0.000967224962064,22.5761830737,0.0,0,0,1,60887689.0367,169219700.727,7439023.0,22.7475705784,-1,0,1,1,22.53,22,20170324 06:09:01
2017-03-23 13:45:00,22.5,22.67,22.38,22.5,1340407.0,-0.00133155792277,22.5940719275,-0.00103980936772,22.5689275429,0.0,0,0,1,30181497.6167,199401198.343,8779430.0,22.7123171258,-1,0,1,1,22.5,22,20170324 06:09:01
2017-03-23 13:50:00,22.5,22.69,22.45,22.51,831921.0,0.000444444444444,22.577257542,-0.000744194563262,22.5633153959,0.0,0,0,1,18759818.55,218161016.893,9611351.0,22.6982675894,-1,0,1,1,22.51,22,20170324 06:09:01
2017-03-23 13:55:00,22.5099,22.6,22.41,22.43,673949.0,-0.00355397601066,22.5478060336,-0.00130447678765,22.5506186916,-1.0,0,0,0,15150373.52,233311390.413,10285300.0,22.6839655055,-1,0,1,1,22.43,22,20170324 06:09:01
2017-03-23 14:00:00,22.4408,22.4878,22.23,22.3,1198239.0,-0.00579580918413,22.4982448269,-0.0021980500737,22.5267502447,0.0,0,0,0,26767780.5514,260079170.965,11483539.0,22.6479982316,-1,0,1,1,22.3,22,20170324 06:09:01
2017-03-23 14:05:00,22.3099,22.47,22.25,22.3492,913446.0,0.00220627802691,22.4684358615,-0.00132494626138,22.5098406976,0.0,0,0,0,20421364.1544,280500535.119,12396985.0,22.6265124237,-1,0,1,1,22.3492,22,20170324 06:09:01
2017-03-23 14:10:00,22.34,22.44,22.23,22.29,674647.0,-0.00264886438888,22.4327486892,-0.00158832472883,22.4889034883,0.0,0,0,0,15058121.04,295558656.159,13071632.0,22.6106928469,-1,0,1,1,22.29,22,20170324 06:09:01
2017-03-23 14:15:00,22.28,22.49,22.22,22.47,960142.0,0.00807537012113,22.4401989513,0.00033211543827,22.4871031561,0.0,1,0,0,21500779.8533,317059436.012,14031774.0,22.5958197454,-1,0,1,1,22.47,22,20170324 06:09:01
