Date,Open,High,Low,Close,Volume,VP,TotalVP,TotalVolume,VWAP,EMA,EMA>VWAP
2017.01.09 19:15,230.59,230.84,230.51,230.83,92,21226.8533333,2185841.42,9539,229.147858266,230.562715435,1
2017.01.09 19:20,230.84,231.51,230.84,231.42,133,30757.1366667,2196820.26667,9585,229.193559381,230.734172351,1
2017.01.09 19:25,231.41,231.52,231.27,231.52,79,18283.4966667,2185529.19667,9534,229.235283896,230.89133788,1
2017.01.09 19:30,231.47,231.59,231.28,231.39,86,19902.12,2182225.63667,9518,229.273548715,230.991070312,1
2017.01.09 19:35,231.39,231.53,231.09,231.19,92,21276.84,2188485.49667,9544,229.304850866,231.03085626,1
2017.01.09 19:40,231.22,231.41,231.19,231.3,52,12027.6,2178674.69667,9500,229.334178596,231.084685023,1
2017.01.09 19:45,231.3,231.58,231.29,231.39,47,10876.74,2166553.4,9446,229.361994495,231.145748025,1
2017.01.09 19:50,231.39,231.55,231.24,231.27,39,9022.78,2155296.04667,9396,229.384423868,231.170598411,1
2017.01.09 19:55,231.28,231.33,231.15,231.15,40,9248.4,2144475.46,9348,229.404734703,231.166478725,1
2017.01.09 20:00,231.15,231.15,230.66,230.87,93,21473.08,2130532.59,9286,229.434911695,231.107182969,1
2017.01.09 20:05,230.88,231.15,230.88,231.08,56,12938.0533333,2116316.43,9223,229.460742708,231.10174638,1
2017.01.09 20:10,231.03,231.03,230.84,230.85,51,11776.24,2113260.97,9209,229.477790205,231.051397112,1
2017.01.09 20:15,230.8,230.98,230.78,230.87,53,12236.4633333,2100649.06667,9153,229.503885793,231.015117693,1
2017.01.09 20:20,230.91,231.28,230.91,231.19,73,16872.2466667,2094037.65667,9123,229.53388761,231.050094158,1
2017.01.09 20:25,231.18,231.19,230.59,230.68,97,22389.54,2086345.71667,9088,229.571491711,230.976075328,1
2017.01.09 20:30,230.72,230.79,230.59,230.63,88,20298.96,2085674.81,9084,229.59872413,230.906860259,1
2017.01.09 20:35,230.63,230.76,230.61,230.68,75,17301.25,2059321.1,8968,229.629917484,230.861488181,1
2017.01.09 20:40,230.69,230.69,230.21,230.25,81,18661.05,2057180.46,8958,229.647294039,230.739190529,1
2017.01.09 20:45,230.29,230.41,230.16,230.32,76,17502.5466667,2054359.85667,8945,229.665719024,230.655352416,1
2017.01.09 20:50,230.3,230.32,229.88,229.98,89,20475.34,2059777.07667,8968,229.68076234,230.520281925,1
2017.01.09 20:55,230.0,230.0,229.49,229.8,72,16542.96,2059457.90333,8966,229.696397873,230.376225549,1
2017.01.09 21:00,229.76,229.81,229.58,229.62,77,17684.59,2042056.67333,8889,229.728504144,230.224980453,1
2017.01.09 21:05,229.65,229.84,229.64,229.81,69,15853.67,2038739.30333,8874,229.742991135,230.14198437,1
2017.01.09 21:10,229.84,229.87,229.33,229.65,89,20435.8833333,2047295.78667,8911,229.749274679,230.043587501,1
2017.01.09 21:15,229.65,229.92,229.63,229.92,68,15627.9866667,2050116.57333,8923,229.756424222,230.018870006,1
2017.01.09 21:20,229.92,229.92,229.76,229.8,36,8273.76,2023340.07333,8806,229.768348096,229.975096,1
2017.01.09 21:25,229.81,230.23,229.81,230.23,53,12194.77,2018810.78667,8786,229.775869186,230.026076794,1
2017.01.09 21:30,230.23,230.31,229.88,229.93,40,9201.6,2012199.88667,8757,229.781875833,230.00686144,1
2017.01.09 21:35,229.94,230.11,229.9,230.07,44,10121.1733333,2005808.82,8729,229.786781991,230.019489151,1
2017.01.09 21:40,230.09,230.61,230.09,230.34,80,18427.7333333,1997176.4,8691,229.798228052,230.083591325,1
2017.01.09 21:45,230.34,230.55,230.31,230.5,50,11522.6666667,1981184.66667,8621,229.809148204,230.166873077,1
2017.01.09 21:50,230.52,230.82,230.52,230.82,64,14766.08,1975078.98667,8594,229.820687301,230.297498474,1
2017.01.09 21:55,230.81,230.82,230.64,230.77,51,11767.91,1966410.42,8556,229.828239832,230.391998788,1
2017.01.09 22:00,230.72,230.92,230.62,230.9,47,10848.2266667,1956599.14667,8513,229.836620071,230.493599035,1
2017.01.09 22:05,230.91,231.36,230.91,231.36,65,15028.65,1944061.39667,8458,229.848829116,230.666879233,1
2017.01.09 22:10,231.35,231.71,231.35,231.48,64,14816.8533333,1933812.24667,8413,229.860007924,230.829503387,1
2017.01.09 22:15,231.42,231.42,231.09,231.39,93,21510.9,1927290.8,8384,229.877242366,230.941602701,1
2017.01.09 22:20,231.37,231.62,231.32,231.35,69,15968.67,1917514.77667,8341,229.890274148,231.023282145,1
2017.01.09 22:25,231.32,231.66,231.32,231.48,100,23148.6666667,1924356.16333,8370,229.911130625,231.114625724,1
2017.01.09 22:30,231.47,231.54,231.19,231.19,86,19892.3733333,1916492.75,8335,229.933143371,231.129700588,1
2017.01.09 22:35,231.23,231.23,230.97,230.98,54,12477.24,1903526.57,8278,229.950056777,231.099760472,1
2017.01.09 22:40,230.99,231.23,230.98,231.15,49,11324.88,1886889.45667,8205,229.968245785,231.109808374,1
2017.01.09 22:45,231.14,231.28,231.0,231.16,83,19185.1733333,1884518.23667,8194,229.98758075,231.119846692,1
2017.01.09 22:50,231.24,231.35,230.92,231.04,111,25652.47,1884048.36667,8191,230.01445082,231.103877356,1
2017.01.09 22:55,231.02,231.07,230.83,231.04,195,45041.1,1870752.26667,8131,230.076530152,231.091101889,1
2017.01.10 16:30,231.38,231.5,230.24,231.01,157,36253.9166667,1871494.13333,8133,230.111168491,231.074881495,1
2017.01.10 16:35,231.02,231.17,230.38,230.63,209,48221.8733333,1887835.89333,8203,230.139691983,230.985905155,1
2017.01.10 16:40,230.53,230.53,229.51,229.97,226,51980.7533333,1899543.74,8253,230.16403005,230.782724116,1
2017.01.10 16:45,229.99,230.06,229.23,229.55,208,47759.5733333,1892042.61333,8219,230.203505698,230.536179286,1
2017.01.10 16:50,229.56,229.96,229.38,229.56,160,36741.3333333,1832019.87667,7956,230.268963885,230.340943426,1
2017.01.10 16:55,229.57,229.84,229.38,229.65,134,30769.5266667,1823874.70333,7920,230.287210017,230.202754749,-1
2017.01.10 17:00,229.63,229.73,229.46,229.58,108,24795.72,1802917.09,7828,230.316439704,230.078203803,-1
2017.01.10 17:05,229.6,229.68,229.23,229.23,110,25231.8,1764825.76667,7661,230.364934952,229.908563058,-1
2017.01.10 17:10,229.23,229.48,229.15,229.44,143,32798.0033333,1773844.86333,7700,230.369462771,229.814850466,-1
2017.01.10 17:15,229.48,229.85,229.34,229.66,180,41331.0,1764572.75667,7659,230.392055969,229.783880381,-1
2017.01.10 17:20,229.71,230.07,229.52,229.62,182,41812.0733333,1763179.29667,7653,230.390604556,229.751104291,-1
2017.01.10 17:25,229.63,229.69,229.28,229.3,86,19730.4066667,1719257.87333,7462,230.401751988,229.660883414,-1
2017.01.10 17:30,229.31,229.32,228.48,228.85,206,47149.9666667,1747777.3,7587,230.364742322,229.498706721,-1
2017.01.10 17:35,228.86,229.32,228.68,229.26,169,38715.6466667,1766489.90667,7669,230.341622984,229.450965372,-1
2017.01.10 17:40,229.15,229.31,229.0,229.18,286,65540.7133333,1785672.96667,7753,230.320258825,229.396772311,-1
2017.01.10 17:45,229.28,229.28,229.04,229.1,66,15123.24,1777594.48667,7718,230.318021076,229.337417853,-1
2017.01.10 17:50,229.12,229.18,228.82,228.85,86,19689.7,1779586.76333,7727,230.307591993,229.239934294,-1
2017.01.10 17:55,228.85,228.87,228.39,228.41,78,17827.42,1773737.91667,7702,230.295756513,229.07394746,-1
2017.01.10 18:00,228.39,228.42,227.72,227.73,248,56533.2533333,1766081.64,7671,230.228345718,228.805157977,-1
2017.01.10 18:05,227.73,227.94,227.58,227.81,168,38266.48,1771376.61,7696,230.16847843,228.60612638,-1
2017.01.10 18:10,227.82,228.75,227.76,228.4,200,45660.6666667,1776411.19667,7720,230.105077288,228.564901092,-1
2017.01.10 18:15,228.3,228.38,227.9,228.05,98,22354.78,1774998.72667,7715,230.071124649,228.461920874,-1
2017.01.10 18:20,228.1,228.58,228.09,228.48,88,20097.7333333,1780332.72667,7739,230.046869966,228.465536697,-1
2017.01.10 18:25,228.52,228.63,228.23,228.23,111,25348.33,1776623.77667,7724,230.013435612,228.418429356,-1
2017.01.10 18:30,228.25,228.57,228.25,228.38,71,16216.4,1763316.12333,7667,229.98775575,228.410743475,-1
2017.01.10 18:35,228.39,228.58,228.38,228.4,66,15077.92,1762944.73667,7666,229.96931081,228.408594763,-1
2017.01.10 18:40,228.39,228.49,228.23,228.31,147,33566.47,1769348.78667,7695,229.934865064,228.388875808,-1
2017.01.10 18:45,228.26,228.41,228.03,228.32,105,23966.6,1769134.93667,7695,229.907074291,228.375100642,-1
2017.01.10 18:50,228.33,228.44,228.03,228.18,78,17800.9,1771253.22333,7705,229.883611075,228.336080512,-1
2017.01.10 18:55,228.2,228.3,228.13,228.15,80,18255.4666667,1777514.71667,7733,229.860948748,228.298864411,-1
2017.01.10 19:00,228.15,228.17,227.94,228.01,92,20979.68,1782129.60667,7754,229.833583527,228.241091534,-1
2017.01.10 19:05,228.02,228.03,227.63,227.63,95,21637.5166667,1791546.20667,7796,229.803258936,228.118873238,-1
2017.01.10 19:10,227.63,227.73,227.13,227.24,132,30012.4,1809109.98667,7874,229.757427822,227.943098607,-1
2017.01.10 19:15,227.24,227.3,226.83,226.83,161,36544.8533333,1824427.98667,7943,229.690039867,227.720478903,-1
2017.01.10 19:20,226.83,227.06,226.77,226.9,120,27229.2,1820900.05,7930,229.621696091,227.556383123,-1
2017.01.10 19:25,226.9,227.51,226.89,227.41,210,47726.7,1850343.25333,8061,229.542644006,227.527106499,-1
2017.01.10 19:30,227.41,227.5,226.91,226.99,107,24303.2666667,1854744.4,8082,229.490769611,227.4196852,-1
2017.01.10 19:35,227.0,227.11,226.89,226.91,178,40400.66,1873868.22,8168,229.415795788,227.317748156,-1
2017.01.10 19:40,226.92,227.3,226.91,227.18,107,24302.91,1886143.53,8223,229.374137176,227.290198528,-1
2017.01.10 19:45,227.18,227.46,227.05,227.13,177,40216.76,1915483.55,8353,229.316838262,227.258158822,-1
2017.01.10 19:50,227.12,227.28,227.08,227.18,86,19537.48,1925998.25,8400,229.285505952,227.242527056,-1
2017.01.10 19:55,227.21,227.78,227.21,227.67,91,20707.3533333,1937457.20333,8451,229.25774504,227.32802165,-1
2017.01.10 20:00,227.68,228.65,227.67,228.4,218,49756.32,1965740.44333,8576,229.214137516,227.542417327,-1
2017.01.10 20:05,228.4,228.48,227.98,228.36,142,32414.8133333,1985217.20333,8662,229.186931809,227.705933867,-1
2017.01.10 20:10,228.4,228.41,228.08,228.14,137,31264.77,2004705.73333,8748,229.161606462,227.792747103,-1
2017.01.10 20:15,228.13,228.4,228.08,228.39,80,18263.2,2010732.47,8775,229.143301425,227.912197689,-1
2017.01.10 20:20,228.4,228.4,227.88,228.23,81,18481.77,2012341.99333,8783,229.117840525,227.975758142,-1
2017.01.10 20:25,228.24,228.49,227.94,228.39,83,18946.6866667,2008899.14,8769,229.09101836,228.058606513,-1
2017.01.10 20:30,228.4,229.04,228.18,228.78,171,39102.0,2027702.18,8852,229.067123814,228.202885201,-1
2017.01.10 20:35,228.8,229.01,228.5,228.69,130,29735.3333333,2040136.26333,8907,229.048643015,228.300308149,-1
2017.01.10 20:40,228.7,228.78,228.18,228.19,56,12789.4666667,2034264.68,8882,229.032276514,228.278246505,-1
2017.01.10 20:45,228.19,228.4,228.18,228.26,55,12555.4,2029317.53333,8861,229.016762593,228.274597194,-1
2017.01.10 20:50,228.26,228.37,227.88,227.98,111,25316.51,2034158.70333,8883,228.994563023,228.215677749,-1
2017.01.10 20:55,227.99,228.05,227.48,227.5,80,18214.1333333,2035829.87667,8891,228.976479211,228.072542192,-1
2017.01.10 21:00,227.51,227.93,227.5,227.74,105,23910.95,2042056.23667,8919,228.955739059,228.00603375,-1
2017.01.10 21:05,227.74,227.86,227.58,227.68,104,23681.4933333,2049884.06,8954,228.935007818,227.940826991,-1
2017.01.10 21:10,227.58,228.07,227.58,228.04,79,18003.8366667,2047452.01333,8944,228.919053369,227.960661592,-1
2017.01.10 21:15,228.04,228.21,228.04,228.18,42,9582.02,2041406.04667,8918,228.908504896,228.00452927,-1
2017.01.10 21:20,228.13,228.47,228.09,228.41,99,22604.01,2055736.29667,8981,228.898373975,228.085623411,-1
2017.01.10 21:25,228.41,228.41,228.02,228.09,66,15059.44,2058600.96667,8994,228.886031428,228.086498719,-1
2017.01.10 21:30,228.1,228.5,228.1,228.44,100,22834.6666667,2072234.03333,9054,228.87497607,228.15719898,-1
2017.01.10 21:35,228.48,228.84,228.28,228.71,100,22861.0,2084973.86,9110,228.86650494,228.267759192,-1
2017.01.10 21:40,228.71,228.87,228.58,228.76,85,19442.6166667,2085988.74333,9115,228.852303163,228.36620736,-1
2017.01.10 21:45,228.84,229.07,228.57,228.77,128,29286.8266667,2103752.90333,9193,228.842913449,228.446965901,-1
2017.01.10 21:50,228.64,228.86,228.61,228.69,51,11664.72,2100651.54333,9180,228.829144154,228.495572733,-1
2017.01.10 21:55,228.71,228.83,228.69,228.74,124,28365.4133333,2117249.04667,9253,228.817577723,228.544458197,-1
2017.01.10 22:00,228.75,228.76,228.51,228.63,52,11888.9333333,2118289.75333,9258,228.806411032,228.561566568,-1
2017.01.10 22:05,228.61,229.08,228.61,228.96,77,17624.0166667,2120885.12,9270,228.790196332,228.641253257,-1
2017.01.10 22:10,228.97,229.18,228.81,229.12,67,15345.4566667,2121413.72333,9273,228.773182717,228.737002604,-1
2017.01.10 22:15,229.13,229.28,229.06,229.15,73,16728.9233333,2116631.74667,9253,228.750864224,228.819602082,1
2017.01.10 22:20,229.14,229.29,229.07,229.21,78,17876.82,2118539.89667,9262,228.734603397,228.897681671,1
2017.01.10 22:25,229.2,229.29,229.07,229.08,80,18331.7333333,2113722.96333,9242,228.708392484,228.934145348,1
2017.01.10 22:30,229.07,229.53,229.07,229.53,98,22478.9133333,2116309.50333,9254,228.691323031,229.053316297,1
2017.01.10 22:35,229.55,229.77,229.55,229.64,138,31692.16,2135524.42333,9338,228.691842293,229.170653053,1
2017.01.10 22:40,229.6,229.77,229.56,229.61,97,22275.7266667,2146475.27,9386,228.689033667,229.258522446,1
2017.01.10 22:45,229.6,229.75,229.59,229.7,103,23657.04,2150947.13667,9406,228.678198668,229.346817954,1
2017.01.10 22:50,229.77,229.79,229.57,229.71,90,20672.1,2145966.76667,9385,228.659218611,229.419454363,1
2017.01.10 22:55,229.72,229.72,229.37,229.53,198,45448.92,2146374.58667,9388,228.629589547,229.441563478,1
2017.01.11 16:30,228.42,229.13,228.42,229.07,294,67288.76,2177409.43,9525,228.599415223,229.367250759,1
2017.01.11 16:35,229.08,229.11,227.36,227.41,131,29862.76,2159050.31667,9447,228.543486468,228.975800587,1
2017.01.11 16:40,227.39,227.7,227.08,227.2,243,55240.38,2162309.94333,9464,228.477382009,228.620640466,1
2017.01.11 16:45,227.21,227.96,227.21,227.77,123,28000.54,2142550.91,9379,228.441295447,228.450512384,1
2017.01.11 16:50,227.73,227.88,227.0,227.71,100,22753.0,2128562.57667,9319,228.411050184,228.302409908,-1
2017.01.11 16:55,227.7,227.88,227.18,227.25,123,27974.71,2125767.76,9308,228.38072196,228.091927924,-1
2017.01.11 17:00,227.26,227.45,227.1,227.31,106,24092.3866667,2125064.42667,9306,228.354225947,227.935542339,-1
2017.01.11 17:05,227.23,227.46,227.14,227.21,108,24545.16,2124377.78667,9304,228.329512754,227.79043388,-1
2017.01.11 17:10,227.21,227.43,227.13,227.25,62,14090.74,2105670.52333,9223,228.306464636,227.682347115,-1
2017.01.11 17:15,227.26,227.5,227.1,227.38,122,27733.8533333,2092073.37667,9165,228.267689762,227.621877706,-1
2017.01.11 17:20,227.39,227.82,227.26,227.82,83,18893.5666667,2069154.87,9066,228.232392455,227.661502169,-1
2017.01.11 17:25,227.83,228.46,227.76,228.46,163,37200.9466667,2086625.41,9143,228.221088264,227.821201728,-1
2017.01.11 17:30,228.45,228.51,228.05,228.21,98,22369.1533333,2061844.59667,9035,228.206374839,227.898961388,-1
2017.01.11 17:35,228.18,228.36,227.52,227.53,97,22096.9233333,2045225.87333,8963,228.185414854,227.825169094,-1
2017.01.11 17:40,227.54,227.93,227.5,227.55,116,26408.56,2006093.72,8793,228.146675765,227.770135263,-1
2017.01.11 17:45,227.56,227.73,227.27,227.51,101,22977.8366667,2013948.31667,8828,228.131889065,227.718108192,-1
2017.01.11 17:50,227.54,227.58,227.28,227.39,70,15919.1666667,2010177.78333,8812,228.118223256,227.652486538,-1
2017.01.11 17:55,227.4,227.4,227.05,227.21,93,21131.46,2013481.82333,8827,228.10488539,227.563989224,-1
2017.01.11 18:00,227.2,227.67,227.2,227.66,115,26163.65,1983112.22,8694,228.101244536,227.583191387,-1
2017.01.11 18:05,227.69,228.04,227.69,228.03,84,19145.28,1963991.02,8610,228.105809524,227.672553122,-1
2017.01.11 18:10,228.04,228.09,227.33,227.45,132,30046.28,1948376.63333,8542,228.093729025,227.628042498,-1
2017.01.11 18:15,227.5,227.61,227.39,227.55,75,17063.75,1943085.60333,8519,228.088461478,227.612434009,-1
2017.01.11 18:20,227.55,227.79,227.03,227.03,114,25910.3,1948898.17,8545,228.074683441,227.495947214,-1
2017.01.11 18:25,227.0,227.34,226.86,226.89,118,26789.54,1950339.38,8552,228.056522451,227.374757787,-1
2017.01.11 18:30,226.87,227.09,226.75,227.09,102,23151.62,1957274.6,8583,228.040848188,227.317806245,-1
2017.01.11 18:35,227.09,227.1,226.65,227.03,88,19969.5466667,1962166.22667,8605,228.026290141,227.260245003,-1
2017.01.11 18:40,227.01,227.46,226.91,227.46,99,22500.39,1951100.14667,8557,228.012170932,227.300195995,-1
2017.01.11 18:45,227.48,227.81,227.32,227.42,53,12058.3833333,1939191.93,8505,228.00610582,227.324156792,-1
2017.01.11 18:50,227.43,227.69,227.41,227.69,78,17752.54,1939143.57,8505,228.000419753,227.397325428,-1
2017.01.11 18:55,227.64,227.76,227.47,227.66,59,13430.17,1934318.27333,8484,227.996024674,227.449860327,-1
2017.01.11 19:00,227.67,227.67,227.24,227.26,64,14552.96,1927891.55333,8456,227.990959477,227.411888246,-1
2017.01.11 19:05,227.29,227.3,226.75,226.79,79,17928.7866667,1924182.82333,8440,227.98374684,227.287510584,-1
2017.01.11 19:10,226.75,226.91,226.57,226.68,91,20631.52,1914801.94333,8399,227.979752748,227.166008453,-1
2017.01.11 19:15,226.69,226.98,226.53,226.93,61,13835.6133333,1892092.70333,8299,227.990445034,227.118806746,-1
2017.01.11 19:20,226.87,226.99,226.7,226.92,63,14292.81,1879156.31333,8242,227.997611421,227.079045387,-1
2017.01.11 19:25,227.02,227.28,226.76,227.04,100,22702.6666667,1854132.28,8132,228.004461387,227.071236299,-1
2017.01.11 19:30,227.03,227.25,226.78,226.81,140,31772.5333333,1861601.54667,8165,227.997739947,227.018989037,-1
2017.01.11 19:35,226.81,227.06,226.78,226.97,95,21558.9833333,1842759.87,8082,228.007902747,227.009191238,-1
2017.01.11 19:40,227.08,227.16,226.67,227.16,90,20429.7,1838886.66,8065,228.008265344,227.039352996,-1
2017.01.11 19:45,227.04,227.06,226.88,227.03,67,15208.33,1813878.23,7955,228.017376493,227.037482402,-1
2017.01.11 19:50,227.04,227.23,226.97,227.06,171,38831.82,1833172.57,8040,228.006538557,227.041985935,-1
2017.01.11 19:55,227.08,227.61,227.08,227.49,139,31607.6733333,1844072.89,8088,228.001099159,227.131588766,-1
2017.01.11 20:00,227.5,227.5,227.2,227.2,77,17502.1,1811818.67,7947,227.987752611,227.145271015,-1
2017.01.11 20:05,227.2,227.7,227.15,227.56,76,17287.72,1796691.57667,7881,227.977614093,227.22821682,-1
2017.01.11 20:10,227.56,227.64,227.38,227.49,113,25707.8766667,1791134.68333,7857,227.96674091,227.280573476,-1
2017.01.11 20:15,227.49,227.49,227.1,227.18,60,13635.4,1786506.88333,7837,227.958004764,227.260458787,-1
2017.01.11 20:20,227.16,227.53,227.16,227.52,78,17737.46,1785762.57333,7834,227.950290188,227.312367039,-1
2017.01.11 20:25,227.52,227.52,226.99,227.0,171,38846.07,1805661.95667,7922,227.930062695,227.249893627,-1
2017.01.11 20:30,227.0,227.1,226.91,227.03,81,18388.08,1784948.03667,7832,227.904499064,227.205914884,-1
2017.01.11 20:35,227.02,227.39,227.0,227.15,137,31123.66,1786336.36333,7839,227.878092019,227.194731885,-1
2017.01.11 20:40,227.1,227.54,227.1,227.54,76,17281.8933333,1790828.79,7859,227.869804046,227.263785502,-1
2017.01.11 20:45,227.56,227.7,227.36,227.36,86,19562.7066667,1797836.09667,7890,227.862623152,227.283028387,-1
2017.01.11 20:50,227.36,227.61,227.36,227.51,62,14104.5866667,1786624.17333,7841,227.856673043,227.328422698,-1
2017.01.11 20:55,227.51,228.08,227.51,227.97,182,41469.3066667,1809879.34667,7943,227.858409501,227.456738159,-1
2017.01.11 21:00,227.99,228.13,227.73,227.79,181,41246.8833333,1827215.28,8019,227.860740741,227.523390529,-1
2017.01.11 21:05,227.8,228.48,227.8,228.45,87,19857.17,1823390.95667,8002,227.866902858,227.708712432,-1
2017.01.11 21:10,228.45,228.95,228.41,228.85,107,24474.8233333,1829861.94333,8030,227.878199668,227.93696995,1
